contract_id,attachment_count,source_pdfs,source_txts,merged_txt,attachment_errors
10351002,14,10351002_1.pdf;10351002_2.pdf;10351002_3.pdf;10351002_4.pdf;10351002_5.pdf;10351002_6.pdf;10351002_7.pdf;10351002_8.pdf;10351002_9.pdf;10351002_10.pdf;10351002_11.pdf;10351002_12.pdf;10351002_13.pdf;10351002_14.pdf,10351002_1.txt;10351002_2.txt;10351002_3.txt;10351002_4.txt;10351002_5.txt;10351002_6.txt;10351002_7.txt;10351002_8.txt;10351002_9.txt;10351002_10.txt;10351002_11.txt;10351002_12.txt;10351002_13.txt;10351002_14.txt,10351002.txt,
11689058,1,11689058.pdf,11689058.txt,11689058.txt,
11710359,2,11710359_1.pdf;11710359_2.pdf,11710359_1.txt;11710359_2.txt,11710359.txt,
11752864,1,11752864.pdf,11752864.txt,11752864.txt,
11808524,1,11808524.pdf,11808524.txt,11808524.txt,
11811484,2,11811484_1.pdf;11811484_2.pdf,11811484_1.txt;11811484_2.txt,11811484.txt,
11816434,1,11816434.pdf,11816434.txt,11816434.txt,
11817537,2,11817537_1.pdf;11817537_2.pdf,11817537_1.txt;11817537_2.txt,11817537.txt,
11817556,1,11817556.pdf,11817556.txt,11817556.txt,
11817558,3,11817558_1.pdf;11817558_2.pdf;11817558_3.pdf,11817558_1.txt;11817558_2.txt;11817558_3.txt,11817558.txt,
11817562,1,11817562.pdf,11817562.txt,11817562.txt,
11817564,1,11817564.pdf,11817564.txt,11817564.txt,
11817566,1,11817566.pdf,11817566.txt,11817566.txt,
11817568,1,11817568.pdf,11817568.txt,11817568.txt,
11817570,1,11817570.pdf,11817570.txt,11817570.txt,
11817572,1,11817572.pdf,11817572.txt,11817572.txt,
11817574,1,11817574.pdf,11817574.txt,11817574.txt,
11817576,1,11817576.pdf,11817576.txt,11817576.txt,
11817578,1,11817578.pdf,11817578.txt,11817578.txt,
11817580,1,11817580.pdf,11817580.txt,11817580.txt,
11817582,1,11817582.pdf,11817582.txt,11817582.txt,
11817584,1,11817584.pdf,11817584.txt,11817584.txt,
11817586,1,11817586.pdf,11817586.txt,11817586.txt,
11817588,1,11817588.pdf,11817588.txt,11817588.txt,
11817590,1,11817590.pdf,11817590.txt,11817590.txt,
11817592,2,11817592_1.pdf;11817592_2.pdf,11817592_1.txt;11817592_2.txt,11817592.txt,
11817594,1,11817594.pdf,11817594.txt,11817594.txt,
11817598,1,11817598.pdf,11817598.txt,11817598.txt,
11817601,1,11817601.pdf,11817601.txt,11817601.txt,
11817603,1,11817603.pdf,11817603.txt,11817603.txt,
11817605,2,11817605_1.pdf;11817605_2.pdf,11817605_1.txt;11817605_2.txt,11817605.txt,
11817607,2,11817607_1.pdf;11817607_2.pdf,11817607_1.txt;11817607_2.txt,11817607.txt,
11817609,1,11817609.pdf,11817609.txt,11817609.txt,
11817611,1,11817611.pdf,11817611.txt,11817611.txt,
11817613,1,11817613.pdf,11817613.txt,11817613.txt,
11817615,2,11817615_1.pdf;11817615_2.pdf,11817615_1.txt;11817615_2.txt,11817615.txt,
11817617,1,11817617.pdf,11817617.txt,11817617.txt,
11817619,1,11817619.pdf,11817619.txt,11817619.txt,
11817621,1,11817621.pdf,11817621.txt,11817621.txt,
11817623,1,11817623.pdf,11817623.txt,11817623.txt,
11817625,1,11817625.pdf,11817625.txt,11817625.txt,
11817627,1,11817627.pdf,11817627.txt,11817627.txt,
11817629,1,11817629.pdf,11817629.txt,11817629.txt,
11817631,1,11817631.pdf,11817631.txt,11817631.txt,
11817633,1,11817633.pdf,11817633.txt,11817633.txt,
11817635,1,11817635.pdf,11817635.txt,11817635.txt,
11817637,1,11817637.pdf,11817637.txt,11817637.txt,
11817639,1,11817639.pdf,11817639.txt,11817639.txt,
11817641,1,11817641.pdf,11817641.txt,11817641.txt,
11817643,1,11817643.pdf,11817643.txt,11817643.txt,
11817645,1,11817645.pdf,11817645.txt,11817645.txt,
11817647,1,11817647.pdf,11817647.txt,11817647.txt,
11817649,1,11817649.pdf,11817649.txt,11817649.txt,
11817651,1,11817651.pdf,11817651.txt,11817651.txt,
11817653,1,11817653.pdf,11817653.txt,11817653.txt,
11817655,1,11817655.pdf,11817655.txt,11817655.txt,
11817657,1,11817657.pdf,11817657.txt,11817657.txt,
11817659,1,11817659.pdf,11817659.txt,11817659.txt,
11817661,1,11817661.pdf,11817661.txt,11817661.txt,
11817663,1,11817663.pdf,11817663.txt,11817663.txt,
11817665,1,11817665.pdf,11817665.txt,11817665.txt,
11817667,1,11817667.pdf,11817667.txt,11817667.txt,
11817669,1,11817669.pdf,11817669.txt,11817669.txt,
11817671,1,11817671.pdf,11817671.txt,11817671.txt,
11817673,1,11817673.pdf,11817673.txt,11817673.txt,
11817675,1,11817675.pdf,11817675.txt,11817675.txt,
11817677,1,11817677.pdf,11817677.txt,11817677.txt,
11817679,1,11817679.pdf,11817679.txt,11817679.txt,
11817681,1,11817681.pdf,11817681.txt,11817681.txt,
11817683,1,11817683.pdf,11817683.txt,11817683.txt,
11817685,1,11817685.pdf,11817685.txt,11817685.txt,
11817687,1,11817687.pdf,11817687.txt,11817687.txt,
11817689,1,11817689.pdf,11817689.txt,11817689.txt,
11817691,1,11817691.pdf,11817691.txt,11817691.txt,
11817693,1,11817693.pdf,11817693.txt,11817693.txt,
11817695,1,11817695.pdf,11817695.txt,11817695.txt,
11817697,1,11817697.pdf,11817697.txt,11817697.txt,
11817699,1,11817699.pdf,11817699.txt,11817699.txt,
11817701,1,11817701.pdf,11817701.txt,11817701.txt,
11817703,1,11817703.pdf,11817703.txt,11817703.txt,
11817705,1,11817705.pdf,11817705.txt,11817705.txt,
11817707,1,11817707.pdf,11817707.txt,11817707.txt,
11817709,1,11817709.pdf,11817709.txt,11817709.txt,
11817711,1,11817711.pdf,11817711.txt,11817711.txt,
11817713,1,11817713.pdf,11817713.txt,11817713.txt,
11817715,1,11817715.pdf,11817715.txt,11817715.txt,
11817717,1,11817717.pdf,11817717.txt,11817717.txt,
11817719,1,11817719.pdf,11817719.txt,11817719.txt,
11817723,1,11817723.pdf,11817723.txt,11817723.txt,
11817727,4,11817727_1.pdf;11817727_2.pdf;11817727_3.pdf;11817727_4.pdf,11817727_1.txt;11817727_2.txt;11817727_3.txt;11817727_4.txt,11817727.txt,
11817731,2,11817731_1.pdf;11817731_2.pdf,11817731_1.txt;11817731_2.txt,11817731.txt,
11817733,1,11817733.pdf,11817733.txt,11817733.txt,
11817735,1,11817735.pdf,11817735.txt,11817735.txt,
11817737,1,11817737.pdf,11817737.txt,11817737.txt,
11817738,1,11817738.pdf,11817738.txt,11817738.txt,
11817741,1,11817741.pdf,11817741.txt,11817741.txt,
11817743,1,11817743.pdf,11817743.txt,11817743.txt,
11817745,1,11817745.pdf,11817745.txt,11817745.txt,
11817750,1,11817750.pdf,11817750.txt,11817750.txt,
11817752,1,11817752.pdf,11817752.txt,11817752.txt,
11817755,1,11817755.pdf,11817755.txt,11817755.txt,
11817757,1,11817757.pdf,11817757.txt,11817757.txt,
11817759,1,11817759.pdf,11817759.txt,11817759.txt,
11817761,1,11817761.pdf,11817761.txt,11817761.txt,
11817763,1,11817763.pdf,11817763.txt,11817763.txt,
11817765,2,11817765_1.pdf;11817765_2.pdf,11817765_1.txt;11817765_2.txt,11817765.txt,
11817771,1,11817771.pdf,11817771.txt,11817771.txt,
11817773,1,11817773.pdf,11817773.txt,11817773.txt,
11817776,1,11817776.pdf,11817776.txt,11817776.txt,
11817779,1,11817779.pdf,11817779.txt,11817779.txt,
11817781,2,11817781_1.pdf;11817781_2.pdf,11817781_1.txt;11817781_2.txt,11817781.txt,
11817783,1,11817783.pdf,11817783.txt,11817783.txt,
11817785,1,11817785.pdf,11817785.txt,11817785.txt,
11817787,2,11817787_1.pdf;11817787_2.pdf,11817787_1.txt;11817787_2.txt,11817787.txt,
11817788,2,11817788_1.pdf;11817788_2.pdf,11817788_1.txt;11817788_2.txt,11817788.txt,
11817791,1,11817791.pdf,11817791.txt,11817791.txt,
11817792,1,11817792.pdf,11817792.txt,11817792.txt,
11817794,2,11817794_1.pdf;11817794_2.pdf,11817794_1.txt;11817794_2.txt,11817794.txt,
11817796,1,11817796.pdf,11817796.txt,11817796.txt,
11817798,1,11817798_2.pdf,11817798_2.txt,11817798.txt,
11817801,1,11817801.pdf,11817801.txt,11817801.txt,
11817802,2,11817802_1.pdf;11817802_2.pdf,11817802_1.txt;11817802_2.txt,11817802.txt,
11817806,1,11817806.pdf,11817806.txt,11817806.txt,
11817808,2,11817808_1.pdf;11817808_2.pdf,11817808_1.txt;11817808_2.txt,11817808.txt,
11817810,2,11817810_1.pdf;11817810_2.pdf,11817810_1.txt;11817810_2.txt,11817810.txt,
11817813,1,11817813.pdf,11817813.txt,11817813.txt,
